,geometry,peoples
228,"POLYGON ((36.96787512361596 55.2354513221366, 36.97563486950258 55.23594048694408, 36.97900199185578 55.24033683880184, 36.97460801171531 55.2442441474309, 36.96684679805077 55.24375465351284, 36.96348103248971 55.23935818010654, 36.96787512361596 55.2354513221366))",0.0
229,"POLYGON ((36.97013797921711 55.4698445813959, 36.97352339083743 55.47424195368463, 36.96910426260671 55.47814245898957, 36.96129961063335 55.47764514125893, 36.95791557130106 55.47324764703913, 36.96233481146584 55.46934759245065, 36.97013797921711 55.4698445813959))",0.0
230,"POLYGON ((36.97095769474513 55.21053990888311, 36.96656640489337 55.21444761512123, 36.95881137023265 55.21395858305698, 36.95544909100701 55.20956217406094, 36.95984049124046 55.20565491843794, 36.96759406050249 55.20614362122613, 36.97095769474513 55.21053990888311))",0.0
231,"POLYGON ((36.97134857152698 55.36536093790992, 36.97472561882313 55.36975788341572, 36.97031769052774 55.37366137792367, 36.96253260331028 55.37316747621288, 36.95915692137247 55.36877040897568, 36.96356496110694 55.36486736515032, 36.97134857152698 55.36536093790992))",0.0
232,"POLYGON ((36.97134857152698 55.36536093790992, 36.97575555974362 55.36145715786654, 36.9835394833418 55.36194987262444, 36.98691789551888 55.36634669617698, 36.98251101940375 55.37025092695521, 36.97472561882313 55.36975788341572, 36.97134857152698 55.36536093790992))",0.0
233,"POLYGON ((36.97145663114588 55.49083754392148, 36.9680701402835 55.48644008980087, 36.97249021376776 55.48253987228053, 36.98029666572698 55.48303665814476, 36.98368452954072 55.48743399011457, 36.9792645686324 55.49133465840135, 36.97145663114588 55.49083754392148))",0.0
234,"POLYGON ((36.9726645271827 55.38635860729585, 36.96928640594518 55.38196157547351, 36.97369527471487 55.37805836667411, 36.98148215283297 55.37855173899564, 36.98486164008708 55.38294864886867, 36.98045288339363 55.38685230839982, 36.9726645271827 55.38635860729585))",0.0
235,"POLYGON ((36.9726645271827 55.38635860729585, 36.98045288339363 55.38685230839982, 36.98383290842602 55.39124926117396, 36.97942321084972 55.39515263482197, 36.97163337599034 55.39465860493522, 36.96825471754293 55.39026153021363, 36.9726645271827 55.38635860729585))",0.0
236,"POLYGON ((36.97323669715092 55.4449494713727, 36.97662049111208 55.44934671961953, 36.97220419625145 55.45324808724215, 36.96440399526841 55.45275175586722, 36.96102157188064 55.44835438568485, 36.96543797871463 55.44445346878259, 36.97323669715092 55.4449494713727))",0.0
237,"POLYGON ((36.97323669715092 55.4449494713727, 36.97765204835085 55.44104781665638, 36.9854510810604 55.44154295944459, 36.98883624511475 55.44594008553361, 36.98442100655437 55.44984219102262, 36.97662049111208 55.44934671961953, 36.97323669715092 55.4449494713727))",0.0
238,"POLYGON ((36.97340912372001 55.34875933187423, 36.96562846523145 55.34826641701562, 36.9622543913089 55.34386948054245, 36.96665961203173 55.33996558063536, 36.97443879538566 55.34045816654422, 36.97781423296486 55.34485498127965, 36.97340912372001 55.34875933187423))",0.0
239,"POLYGON ((36.97340912372001 55.34875933187423, 36.97678509771227 55.35315619037254, 36.97237904917907 55.35706025577813, 36.9645969150019 55.35656701196925, 36.96122230523316 55.3521700317354, 36.96562846523145 55.34826641701562, 36.97340912372001 55.34875933187423))",0.0
240,"POLYGON ((36.97340912372001 55.34875933187423, 36.97781423296486 55.34485498127965, 36.98559520426206 55.34534703847557, 36.98897254200095 55.34974377501655, 36.98456754488274 55.35364857634922, 36.97678509771227 55.35315619037254, 36.97340912372001 55.34875933187423))",0.0
241,"POLYGON ((36.97358075316006 55.25254757081986, 36.96581807116772 55.25205774779049, 36.96245177238304 55.24766122837921, 36.96684679805077 55.24375465351284, 36.97460801171531 55.2442441474309, 36.97797566785473 55.24864054529639, 36.97358075316006 55.25254757081986))",0.0
242,"POLYGON ((36.97358075316006 55.25254757081986, 36.97797566785473 55.24864054529639, 36.98573866120126 55.24912951279611, 36.98910820872909 55.25352583473211, 36.98471340565166 55.2574333109629, 36.9769489432438 55.25694401452015, 36.97358075316006 55.25254757081986))",0.0
243,"POLYGON ((36.97455616259288 55.465943788479, 36.97013797921711 55.4698445813959, 36.96233481146584 55.46934759245065, 36.95895131094183 55.46495013940416, 36.9633696062648 55.461049797205, 36.97117129035274 55.46154645736501, 36.97455616259288 55.465943788479))",0.0
244,"POLYGON ((36.97472561882313 55.36975788341572, 36.98251101940375 55.37025092695521, 36.98588996903946 55.37464779375438, 36.98148215283297 55.37855173899564, 36.97369527471487 55.37805836667411, 36.97031769052774 55.37366137792367, 36.97472561882313 55.36975788341572))",0.0
245,"POLYGON ((36.9766613267557 55.22763658970612, 36.96890304809752 55.22714775400839, 36.96553834851079 55.22275137313082, 36.96993057172931 55.21884394947499, 36.97768738370826 55.21933245606375, 36.98105343896296 55.22372871538713, 36.9766613267557 55.22763658970612))",0.0
246,"POLYGON ((36.97678509771227 55.35315619037254, 36.98456754488274 55.35364857634922, 36.9879454197609 55.35804535648238, 36.9835394833418 55.36194987262444, 36.97575555974362 55.36145715786654, 36.97237904917907 55.35706025577813, 36.97678509771227 55.35315619037254))",0.0
247,"POLYGON ((36.9769489432438 55.25694401452015, 36.98471340565166 55.2574333109629, 36.98808348784501 55.26182967856339, 36.9836877498088 55.26573687151301, 36.97592181778899 55.2652472461265, 36.9725530936028 55.26085075676437, 36.9769489432438 55.25694401452015))",0.0
248,"POLYGON ((36.97765204835085 55.44104781665638, 36.97323669715092 55.4449494713727, 36.96543797871463 55.44445346878259, 36.96205609365499 55.44005614029111, 36.96647155684123 55.43615493629647, 36.97426879328864 55.43665061010201, 36.97765204835085 55.44104781665638))",0.0
249,"POLYGON ((36.978842965737 55.33655353093388, 36.97443879538566 55.34045816654422, 36.96665961203173 55.33996558063536, 36.96328607379652 55.33556868809568, 36.96769035563869 55.33166450317449, 36.97546806441165 55.33215676013413, 36.978842965737 55.33655353093388))",0.0
250,"POLYGON ((36.978842965737 55.33655353093388, 36.98662246171498 55.33704525934951, 36.98999926247421 55.3414419521255, 36.98559520426206 55.34534703847557, 36.97781423296486 55.34485498127965, 36.97443879538566 55.34045816654422, 36.978842965737 55.33655353093388))",0.0
251,"POLYGON ((36.97942321084972 55.39515263482197, 36.98280377382024 55.39954963032449, 36.97839313496504 55.40345271791628, 36.97060182090124 55.4029583592464, 36.96722262508437 55.39856124179824, 36.97163337599034 55.39465860493522, 36.97942321084972 55.39515263482197))",0.0
252,"POLYGON ((36.97971394997294 55.42444927539027, 36.97530048490189 55.4283515037755, 36.9675047298859 55.42785615875432, 36.96412392100272 55.42345891416236, 36.96853749808597 55.41955713650158, 36.97633177222779 55.42005215273868, 36.97971394997294 55.42444927539027))",0.0
253,"POLYGON ((36.97971394997294 55.42444927539027, 36.9875100188906 55.42494376094935, 36.99089410416655 55.42934080347774, 36.98648075176025 55.43324348263834, 36.97868320122548 55.43274866846481, 36.97530048490189 55.4283515037755, 36.97971394997294 55.42444927539027))",0.0
254,"POLYGON ((36.9797382976455 55.20272348095305, 36.98310328643336 55.20711964705, 36.97871304059377 55.21102808636378, 36.97095769474513 55.21053990888311, 36.96759406050249 55.20614362122613, 36.97198441737855 55.20223563257964, 36.9797382976455 55.20272348095305))",0.0
255,"POLYGON ((36.9797382976455 55.20272348095305, 36.98412761088767 55.19881475940267, 36.99188180141125 55.19930175325999, 36.99524814427216 55.20369779757598, 36.9908589427212 55.20760696984576, 36.98310328643336 55.20711964705, 36.9797382976455 55.20272348095305))",0.0
256,"POLYGON ((36.98002791548066 55.23203289538317, 36.97563486950258 55.23594048694408, 36.96787512361596 55.2354513221366, 36.9645098911209 55.23105489490819, 36.96890304809752 55.22714775400839, 36.9766613267557 55.22763658970612, 36.98002791548066 55.23203289538317))",0.0
257,"POLYGON ((36.98002791548066 55.23203289538317, 36.98778797235502 55.232521204999, 36.99115645102722 55.23691743508709, 36.98676351669123 55.24082547735924, 36.97900199185578 55.24033683880184, 36.97563486950258 55.23594048694408, 36.98002791548066 55.23203289538317))",0.0
258,"POLYGON ((36.98177423603375 55.40784975597452, 36.98956734338896 55.40834358430543, 36.99295035052881 55.4127405425825, 36.98853888268807 55.41664379472318, 36.98074429483012 55.41614963777833, 36.97736265550326 55.41175255733706, 36.98177423603375 55.40784975597452))",0.0
259,"POLYGON ((36.98192675152359 55.31164773584038, 36.98970182486557 55.31213847791814, 36.99307701564273 55.3165350383621, 36.98867577178193 55.32044097872462, 36.98089922478124 55.31994990786809, 36.97752539548634 55.3155532254581, 36.98192675152359 55.31164773584038))",0.0
260,"POLYGON ((36.98339052800522 55.458141177027, 36.98780671023894 55.454239358633, 36.9956090228554 55.45473429840613, 36.99899663708531 55.45913138498803, 36.99458056813268 55.46303365420439, 36.98677677148078 55.46253838598611, 36.98339052800522 55.458141177027))",0.0
261,"POLYGON ((36.9835394833418 55.36194987262444, 36.9879454197609 55.35804535648238, 36.99572965578028 55.35853721313612, 36.9991094323606 55.3629339145136, 36.99470360870524 55.36683888144272, 36.98691789551888 55.36634669617698, 36.9835394833418 55.36194987262444))",0.0
262,"POLYGON ((36.98383290842602 55.39124926117396, 36.99162305644567 55.39174243227785, 36.9950049860912 55.39613930561274, 36.9905954012295 55.40004313004176, 36.98280377382024 55.39954963032449, 36.97942321084972 55.39515263482197, 36.98383290842602 55.39124926117396))",0.0
263,"POLYGON ((36.98412761088767 55.19881475940267, 36.9797382976455 55.20272348095305, 36.97198441737855 55.20223563257964, 36.9686213155718 55.19783939179241, 36.97301073986301 55.19393112091145, 36.98076315509655 55.19441864017848, 36.98412761088767 55.19881475940267))",0.0
264,"POLYGON ((36.98412761088767 55.19881475940267, 36.98076315509655 55.19441864017848, 36.98515153613191 55.19050963656537, 36.99290426143968 55.19099630148516, 36.99627007074322 55.19539229892542, 36.99188180141125 55.19930175325999, 36.98412761088767 55.19881475940267))",0.0
265,"POLYGON ((36.98471340565166 55.2574333109629, 36.98910820872909 55.25352583473211, 36.9968729819233 55.25401427537454, 37.00024442164958 55.25841052099217, 36.99584973083425 55.26231844798044, 36.98808348784501 55.26182967856339, 36.98471340565166 55.2574333109629))",0.0
266,"POLYGON ((36.98515153613191 55.19050963656537, 36.98076315509655 55.19441864017848, 36.97301073986301 55.19393112091145, 36.96964817033473 55.189534927167, 36.97403666243169 55.18562637422545, 36.98178761317985 55.18611356438699, 36.98515153613191 55.19050963656537))",0.0
267,"POLYGON ((36.98573866120126 55.24912951279611, 36.97797566785473 55.24864054529639, 36.97460801171531 55.2442441474309, 36.97900199185578 55.24033683880184, 36.98676351669123 55.24082547735924, 36.99013252971201 55.24522175345778, 36.98573866120126 55.24912951279611))",0.0
268,"POLYGON ((36.98588996903946 55.37464779375438, 36.98251101940375 55.37025092695521, 36.98691789551888 55.36634669617698, 36.99470360870524 55.36683888144272, 36.99808392331158 55.37123562606874, 36.99367715994802 55.37514030763248, 36.98588996903946 55.37464779375438))",0.0
269,"POLYGON ((36.98588996903946 55.37464779375438, 36.99367715994802 55.37514030763248, 36.99705801274052 55.37953709533425, 36.99265030927329 55.38344149135947, 36.98486164008708 55.38294864886867, 36.98148215283297 55.37855173899564, 36.98588996903946 55.37464779375438))",0.0
270,"POLYGON ((36.98676351669123 55.24082547735924, 36.99115645102722 55.23691743508709, 36.99891828628323 55.23740521818234, 37.00228865571175 55.24180137229281, 36.99789583366192 55.24570986532628, 36.99013252971201 55.24522175345778, 36.98676351669123 55.24082547735924))",0.0
271,"POLYGON ((36.98764931747666 55.32874323931716, 36.97987129626404 55.32825183968131, 36.97649693103345 55.32385511299004, 36.98089922478124 55.31994990786809, 36.98867577178193 55.32044097872462, 36.99205149906035 55.32483758345213, 36.98764931747666 55.32874323931716))",0.0
272,"POLYGON ((36.98764931747666 55.32874323931716, 36.99102558141574 55.33313988815532, 36.98662246171498 55.33704525934951, 36.978842965737 55.33655353093388, 36.97546806441165 55.33215676013413, 36.97987129626404 55.32825183968131, 36.98764931747666 55.32874323931716))",0.0
273,"POLYGON ((36.98764931747666 55.32874323931716, 36.99205149906035 55.32483758345213, 36.99982983195741 55.32532812566205, 37.00320745803353 55.32972465231699, 36.99880538926215 55.33363075897554, 36.99102558141574 55.33313988815532, 36.98764931747666 55.32874323931716))",0.0
274,"POLYGON ((36.98778797235502 55.232521204999, 36.99217997290791 55.22861287996673, 36.9999403400201 55.22910033428949, 37.00331017453794 55.23349644238682, 36.99891828628323 55.23740521818234, 36.99115645102722 55.23691743508709, 36.98778797235502 55.232521204999))",0.0
275,"POLYGON ((36.98780671023894 55.454239358633, 36.98339052800522 55.458141177027, 36.9755885292719 55.45764537700887, 36.97220419625145 55.45324808724215, 36.97662049111208 55.44934671961953, 36.98442100655437 55.44984219102262, 36.98780671023894 55.454239358633))",0.0
276,"POLYGON ((36.98780671023894 55.454239358633, 36.98442100655437 55.44984219102262, 36.98883624511475 55.44594008553361, 36.9966370742545 55.44643469686174, 37.00002414812238 55.4508317420935, 36.9956090228554 55.45473429840613, 36.98780671023894 55.454239358633))",0.0
277,"POLYGON ((36.98910820872909 55.25352583473211, 36.98573866120126 55.24912951279611, 36.99013252971201 55.24522175345778, 36.99789583366192 55.24570986532628, 37.00126673815989 55.25010606527683, 36.9968729819233 55.25401427537454, 36.98910820872909 55.25352583473211))",0.0
278,"POLYGON ((36.98986537634507 55.43764056703337, 36.9854510810604 55.44154295944459, 36.97765204835085 55.44104781665638, 36.97426879328864 55.43665061010201, 36.97868320122548 55.43274866846481, 36.98648075176025 55.43324348263834, 36.98986537634507 55.43764056703337))",0.0
279,"POLYGON ((36.98986537634507 55.43764056703337, 36.98648075176025 55.43324348263834, 36.99089410416655 55.42934080347774, 36.99869196802782 55.42983475791635, 37.00207796165496 55.43423171992987, 36.9976647225665 55.43813484991664, 36.98986537634507 55.43764056703337))",0.0
280,"POLYGON ((36.98986537634507 55.43764056703337, 36.9976647225665 55.43813484991664, 37.0010512562335 55.44253185362564, 36.9966370742545 55.44643469686174, 36.98883624511475 55.44594008553361, 36.9854510810604 55.44154295944459, 36.98986537634507 55.43764056703337))",0.0
281,"POLYGON ((36.99072747696208 55.30383573724396, 36.98295387672595 55.30334532394445, 36.97958111882552 55.29894873061559, 36.98398060062301 55.29504267252658, 36.99175272830587 55.29553275704838, 36.99512684655842 55.29992922840665, 36.99072747696208 55.30383573724396))",0.0
282,"POLYGON ((36.99072747696208 55.30383573724396, 36.99512684655842 55.29992922840665, 37.00290075792793 55.30041878478855, 37.00627677280423 55.30481517858636, 37.00187751605622 55.30872213822224, 36.99410213139731 55.30823225323152, 36.99072747696208 55.30383573724396))",0.0
283,"POLYGON ((36.99102558141574 55.33313988815532, 36.99880538926215 55.33363075897554, 37.00218355272444 55.33802732957042, 36.99778054582393 55.34193315155647, 36.98999926247421 55.3414419521255, 36.98662246171498 55.33704525934951, 36.99102558141574 55.33313988815532))",0.0
284,"POLYGON ((36.99162305644567 55.39174243227785, 36.98383290842602 55.39124926117396, 36.98045288339363 55.38685230839982, 36.98486164008708 55.38294864886867, 36.99265030927329 55.38344149135947, 36.9960317004122 55.3878383219642, 36.99162305644567 55.39174243227785))",0.0
285,"POLYGON ((36.99192242881568 55.42104079521227, 36.9875100188906 55.42494376094935, 36.97971394997294 55.42444927539027, 36.97633177222779 55.42005215273868, 36.98074429483012 55.41614963777833, 36.98853888268807 55.41664379472318, 36.99192242881568 55.42104079521227))",0.0
286,"POLYGON ((36.99192242881568 55.42104079521227, 36.99971881087458 55.42153442120639, 37.00310426462289 55.42593134135172, 36.99869196802782 55.42983475791635, 36.99089410416655 55.42934080347774, 36.9875100188906 55.42494376094935, 36.99192242881568 55.42104079521227))",0.0
287,"POLYGON ((36.99217997290791 55.22861287996673, 36.98778797235502 55.232521204999, 36.98002791548066 55.23203289538317, 36.9766613267557 55.22763658970612, 36.98105343896296 55.22372871538713, 36.98881202842593 55.22421669606214, 36.99217997290791 55.22861287996673))",0.0
288,"POLYGON ((36.99320309558708 55.22030808844356, 36.98881202842593 55.22421669606214, 36.98105343896296 55.22372871538713, 36.97768738370826 55.21933245606375, 36.98207856253614 55.21542429916045, 36.98983568513701 55.21591195089543, 36.99320309558708 55.22030808844356))",0.0
289,"POLYGON ((36.99392632303888 55.18269061486819, 36.99729159894313 55.18708656525967, 36.99290426143968 55.19099630148516, 36.98515153613191 55.19050963656537, 36.98178761317985 55.18611356438699, 36.9861750623988 55.1822042788851, 36.99392632303888 55.18269061486819))",0.0
290,"POLYGON ((36.99392632303888 55.18269061486819, 36.99831272910397 55.17878059692575, 37.00606429888868 55.17926607862944, 37.00943092727314 55.18366190701322, 37.00504463357735 55.18757237573117, 36.99729159894313 55.18708656525967, 36.99392632303888 55.18269061486819))",0.0
291,"POLYGON ((36.99397786954199 55.40444004593409, 36.98956734338896 55.40834358430543, 36.98177423603375 55.40784975597452, 36.97839313496504 55.40345271791628, 36.98280377382024 55.39954963032449, 36.9905954012295 55.40004313004176, 36.99397786954199 55.40444004593409))",0.0
292,"POLYGON ((36.99397786954199 55.40444004593409, 37.00177128966832 55.40493301503988, 37.00515566414163 55.40932985093072, 37.00074525134283 55.41323384013234, 36.99295035052881 55.4127405425825, 36.98956734338896 55.40834358430543, 36.99397786954199 55.40444004593409))",0.0
293,"POLYGON ((36.99410213139731 55.30823225323152, 37.00187751605622 55.30872213822224, 37.0052540678394 55.3131185764787, 37.00085387414402 55.3170252519622, 36.99307701564273 55.3165350383621, 36.98970182486557 55.31213847791814, 36.99410213139731 55.30823225323152))",0.0
294,"POLYGON ((36.99422581929761 55.21200306086432, 36.98983568513701 55.21591195089543, 36.98207856253614 55.21542429916045, 36.97871304059377 55.21102808636378, 36.98310328643336 55.20711964705, 36.9908589427212 55.20760696984576, 36.99422581929761 55.21200306086432))",0.0
295,"POLYGON ((36.99470360870524 55.36683888144272, 36.9991094323606 55.3629339145136, 37.00689545739538 55.36342524140324, 37.01027713649412 55.3678218636343, 37.0058714262528 55.37172728140099, 36.99808392331158 55.37123562606874, 36.99470360870524 55.36683888144272))",0.0
296,"POLYGON ((36.99482608016154 55.27062238279733, 36.98705836682618 55.27013328460504, 36.9836877498088 55.26573687151301, 36.98808348784501 55.26182967856339, 36.99584973083425 55.26231844798044, 36.99922170594773 55.26671473909211, 36.99482608016154 55.27062238279733))",0.0
297,"POLYGON ((36.99482608016154 55.27062238279733, 36.99819859082118 55.2750187192301, 36.99380202967169 55.27892607947862, 36.98603284543891 55.27843665251043, 36.98266169343886 55.27404019409984, 36.98705836682618 55.27013328460504, 36.99482608016154 55.27062238279733))",0.0
298,"POLYGON ((36.99482608016154 55.27062238279733, 36.99922170594773 55.26671473909211, 37.00698972968372 55.26720298104415, 37.01036359852803 55.27159919527779, 37.00596808563756 55.27550728978873, 36.99819859082118 55.2750187192301, 36.99482608016154 55.27062238279733))",0.0
299,"POLYGON ((36.99584973083425 55.26231844798044, 37.00024442164958 55.25841052099217, 37.00801097485665 55.25889843433819, 37.01138430759156 55.2632946032483, 37.00698972968372 55.26720298104415, 36.99922170594773 55.26671473909211, 36.99584973083425 55.26231844798044))",0.0
300,"POLYGON ((36.99675530140822 55.35023530305872, 36.98897254200095 55.34974377501655, 36.98559520426206 55.34534703847557, 36.98999926247421 55.3414419521255, 36.99778054582393 55.34193315155647, 37.00115924683227 55.34632976591841, 36.99675530140822 55.35023530305872))",0.0
301,"POLYGON ((36.99675530140822 55.35023530305872, 37.00013454012253 55.35463196101481, 36.99572965578028 55.35853721313612, 36.9879454197609 55.35804535648238, 36.98456754488274 55.35364857634922, 36.98897254200095 55.34974377501655, 36.99675530140822 55.35023530305872))",0.0
302,"POLYGON ((36.99675530140822 55.35023530305872, 37.00115924683227 55.34632976591841, 37.00894231771988 55.34682043592383, 37.0123229197926 55.35121697148123, 37.00791908780623 55.35512295946219, 37.00013454012253 55.35463196101481, 36.99675530140822 55.35023530305872))",0.0
303,"POLYGON ((36.9999403400201 55.22910033428949, 37.00433129487114 55.22519127590564, 37.01209197147125 55.2256778748341, 37.01546316136099 55.23007386071961, 37.01107231946409 55.23398336991867, 37.00331017453794 55.23349644238682, 36.9999403400201 55.22910033428949))",0.0
304,"POLYGON ((37.00013454012253 55.35463196101481, 37.00791908780623 55.35512295946219, 37.01130022831173 55.35951953844283, 37.00689545739538 55.36342524140324, 36.9991094323606 55.3629339145136, 36.99572965578028 55.35853721313612, 37.00013454012253 55.35463196101481))",0.0
305,"POLYGON ((37.00024442164958 55.25841052099217, 36.9968729819233 55.25401427537454, 37.00126673815989 55.25010606527683, 37.00903182138921 55.25059365001749, 37.01240461817403 55.25498977343106, 37.00801097485665 55.25889843433819, 37.00024442164958 55.25841052099217))",0.0
306,"POLYGON ((37.00085387414402 55.3170252519622, 37.00423096299381 55.32142173450435, 36.99982983195741 55.32532812566205, 36.99205149906035 55.32483758345213, 36.98867577178193 55.32044097872462, 36.99307701564273 55.3165350383621, 37.00085387414402 55.3170252519622))",0.0
307,"POLYGON ((37.00126673815989 55.25010606527683, 36.99789583366192 55.24570986532628, 37.00228865571175 55.24180137229281, 37.01005226951419 55.24228862842874, 37.01342453050815 55.24668470617269, 37.00903182138921 55.25059365001749, 37.00126673815989 55.25010606527683))",0.0
308,"POLYGON ((37.00177128966832 55.40493301503988, 36.99397786954199 55.40444004593409, 36.9905954012295 55.40004313004176, 36.9950049860912 55.39613930561274, 37.00279692608673 55.39663194627473, 37.00618076116377 55.40102873977919, 37.00177128966832 55.40493301503988))",0.0
309,"POLYGON ((37.00177128966832 55.40493301503988, 37.00618076116377 55.40102873977919, 37.01397449330172 55.40152084955736, 37.01736023462869 55.40591756283995, 37.01295087715179 55.40982228898293, 37.00515566414163 55.40932985093072, 37.00177128966832 55.40493301503988))",0.0
310,"POLYGON ((37.00320745803353 55.32972465231699, 37.01098757699277 55.33021466543977, 37.01436710268088 55.33461111363195, 37.00996514737068 55.33851767113432, 37.00218355272444 55.33802732957042, 36.99880538926215 55.33363075897554, 37.00320745803353 55.32972465231699))",0.0
311,"POLYGON ((37.00413016537319 55.41763071823679, 36.99971881087458 55.42153442120639, 36.99192242881568 55.42104079521227, 36.98853888268807 55.41664379472318, 36.99295035052881 55.4127405425825, 37.00074525134283 55.41323384013234, 37.00413016537319 55.41763071823679))",0.0
312,"POLYGON ((37.00413016537319 55.41763071823679, 37.00074525134283 55.41323384013234, 37.00515566414163 55.40932985093072, 37.01295087715179 55.40982228898293, 37.01633715860486 55.41421904448072, 37.0119268598129 55.41812348456327, 37.00413016537319 55.41763071823679))",0.0
313,"POLYGON ((37.00413016537319 55.41763071823679, 37.0119268598129 55.41812348456327, 37.01531368155324 55.42252028210346, 37.01090244104977 55.42642443595264, 37.00310426462289 55.42593134135172, 36.99971881087458 55.42153442120639, 37.00413016537319 55.41763071823679))",0.0
314,"POLYGON ((37.00433129487114 55.22519127590564, 36.9999403400201 55.22910033428949, 36.99217997290791 55.22861287996673, 36.98881202842593 55.22421669606214, 36.99320309558708 55.22030808844356, 37.00096199510529 55.22079521399453, 37.00433129487114 55.22519127590564))",0.0
315,"POLYGON ((37.00484699414379 55.38002907910943, 36.99705801274052 55.37953709533425, 36.99367715994802 55.37514030763248, 36.99808392331158 55.37123562606874, 37.0058714262528 55.37172728140099, 37.00925364410522 55.37612394670964, 37.00484699414379 55.38002907910943))",0.0
316,"POLYGON ((37.00484699414379 55.38002907910943, 37.00822975091048 55.38442578732281, 37.00382216083345 55.38833063418264, 36.9960317004122 55.3878383219642, 36.99265030927329 55.38344149135947, 36.99705801274052 55.37953709533425, 37.00484699414379 55.38002907910943))",0.0
317,"POLYGON ((37.00484699414379 55.38002907910943, 37.00925364410522 55.37612394670964, 37.01704293696741 55.37661507166694, 37.0204270588828 55.38101165726714, 37.01602052297474 55.38491724055351, 37.00822975091048 55.38442578732281, 37.00484699414379 55.38002907910943))",0.0
318,"POLYGON ((37.00535201694385 55.21688587319615, 37.00096199510529 55.22079521399453, 36.99320309558708 55.22030808844356, 36.98983568513701 55.21591195089543, 36.99422581929761 55.21200306086432, 37.00198325177133 55.21248985764426, 37.00535201694385 55.21688587319615))",0.0
319,"POLYGON ((37.00535201694385 55.21688587319615, 37.01311122576786 55.2173721435219, 37.01648188034412 55.22176808321858, 37.01209197147125 55.2256778748341, 37.00433129487114 55.22519127590564, 37.00096199510529 55.22079521399453, 37.00535201694385 55.21688587319615))",0.0
320,"POLYGON ((37.00596808563756 55.27550728978873, 37.01036359852803 55.27159919527779, 37.01813340317553 55.27208690932542, 37.02150916656137 55.27648304629156, 37.017113767213 55.2803915916583, 37.00934249075065 55.27990354917289, 37.00596808563756 55.27550728978873))",0.0
321,"POLYGON ((37.00637234098838 55.20858023460518, 37.00198325177133 55.21248985764426, 36.99422581929761 55.21200306086432, 36.9908589427212 55.20760696984576, 36.99524814427216 55.20369779757598, 37.0030041102506 55.20418426558563, 37.00637234098838 55.20858023460518))",0.0
322,"POLYGON ((37.00698972968372 55.26720298104415, 37.01138430759156 55.2632946032483, 37.01915264097612 55.26378198885868, 37.02252786752985 55.26817808067197, 37.01813340317553 55.27208690932542, 37.01036359852803 55.27159919527779, 37.00698972968372 55.26720298104415))",0.0
323,"POLYGON ((37.00720545667499 55.39272738512798, 37.00279692608673 55.39663194627473, 36.9950049860912 55.39613930561274, 36.99162305644567 55.39174243227785, 36.9960317004122 55.3878383219642, 37.00382216083345 55.38833063418264, 37.00720545667499 55.39272738512798))",0.0
324,"POLYGON ((37.00720545667499 55.39272738512798, 37.01499770849773 55.39321916663225, 37.01838290985977 55.39761583752686, 37.01397449330172 55.40152084955736, 37.00618076116377 55.40102873977919, 37.00279692608673 55.39663194627473, 37.00720545667499 55.39272738512798))",0.0
325,"POLYGON ((37.00729907812205 55.29651154117365, 37.00290075792793 55.30041878478855, 36.99512684655842 55.29992922840665, 36.99175272830587 55.29553275704838, 36.99615116136019 55.29162596423384, 37.00392359999302 55.29211519200744, 37.00729907812205 55.29651154117365))",0.0
326,"POLYGON ((37.00729907812205 55.29651154117365, 37.00392359999302 55.29211519200744, 37.00832098402636 55.28820766458701, 37.01609373285582 55.28869603551077, 37.01947057038532 55.29309226226356, 37.01507329987113 55.29700024053627, 37.00729907812205 55.29651154117365))",0.0
327,"POLYGON ((37.00729907812205 55.29651154117365, 37.01507329987113 55.29700024053627, 37.01845067471225 55.30139651192285, 37.01405246802581 55.30530420638831, 37.00627677280423 55.30481517858636, 37.00290075792793 55.30041878478855, 37.00729907812205 55.29651154117365))",0.0
328,"POLYGON ((37.00739226723685 55.2002743604797, 37.0030041102506 55.20418426558563, 36.99524814427216 55.20369779757598, 36.99188180141125 55.19930175325999, 36.99627007074322 55.19539229892542, 37.00402457077526 55.1958784381656, 37.00739226723685 55.2002743604797))",0.0
329,"POLYGON ((37.00801097485665 55.25889843433819, 37.01240461817403 55.25498977343106, 37.02017148084731 55.25547683060474, 37.02354617072864 55.25987287709211, 37.01915264097612 55.26378198885868, 37.01138430759156 55.2632946032483, 37.00801097485665 55.25889843433819))",0.0
330,"POLYGON ((37.00841179592118 55.19196825116669, 37.00402457077526 55.1958784381656, 36.99627007074322 55.19539229892542, 36.99290426143968 55.19099630148516, 36.99729159894313 55.18708656525967, 37.00504463357735 55.18757237573117, 37.00841179592118 55.19196825116669))",0.0
331,"POLYGON ((37.00885239830895 55.44302560477591, 37.0010512562335 55.44253185362564, 36.9976647225665 55.43813484991664, 37.00207796165496 55.43423171992987, 37.00987762062699 55.43472514280539, 37.01326552342582 55.43912202391212, 37.00885239830895 55.44302560477591))",0.0
332,"POLYGON ((37.00885239830895 55.44302560477591, 37.01224084187908 55.44742252740681, 37.0078267738598 55.45132582151867, 37.00002414812238 55.4508317420935, 36.9966370742545 55.44643469686174, 37.0010512562335 55.44253185362564, 37.00885239830895 55.44302560477591))",0.0
