area_id,facility_id,area_name,type_id,square,sports
1004411,103826,универсальная спортивная площадка,12,730.0,"[3, 21]"
1004412,103825,площадка для игры в волейбол,42,145.0,[7]
1004414,103829,городок тренажерный (воркаут) нового типа,26,180.0,"[21, 39]"
1004415,103331,зона отдыха у воды,31,9108.0,[76]
1004417,105133,бассейн плавательный крытый,22,174.0,[12]
1004430,101600,зал спортивный,5,86.4,"[44, 21]"
1004431,101976,зал спортивный,5,44.8,[21]
1004433,102220,спортивный зал,5,44.6,[6]
1004434,102220,зал спортивный,5,37.2,[6]
1004436,101404,универсальная спортивная площадка,12,20.0,"[2, 3]"
1004437,101404,зал спортивный,5,72.0,"[44, 21, 15]"
1004450,103204,зал тренажерный №2,7,147.7,[21]
1004475,104598,зал спортивный,5,1162.0,"[2, 21]"
1004599,101803,"зал спортивный, «единоборств»",5,648.0,"[10, 11, 13]"
1004600,101803,зал тренажерный,7,72.1,"[10, 11, 13]"
1004601,103224,зал тренажерный №1,7,54.7,"[28, 21]"
1004602,103224,"зал спортивный №1, «Групповых занятий»",5,108.7,"[21, 20, 53, 44]"
1004603,103224,"зал спортивный №2, «Аэробики»",5,77.5,"[89, 21]"
1004613,103660,зал спортивный №1,5,672.0,"[2, 3, 7]"
1004614,103660,зал спортивный №2,5,450.0,[15]
1004615,103660,зал спортивный №3,5,45.0,"[20, 21]"
1004643,104932,зал спортивный,5,100.0,[44]
1004747,103270,универсальная спортивная площадка,12,200.0,"[2, 7]"
1004749,104349,универсальная спортивная площадка,12,728.0,"[2, 3, 7]"
1004750,104348,универсальная спортивная площадка,12,430.5,"[1, 2, 3, 7]"
1004751,104174,городок тренажерный универсальный,18,329.2,[21]
1004752,104056,городок тренажерный (воркаут) нового типа,26,230.3,"[21, 39]"
1004754,104343,универсальная спортивная площадка,12,555.0,"[1, 2, 3]"
1004756,104339,городок тренажерный универсальный,18,377.3,[21]
1004757,104336,городок тренажерный (воркаут) старого типа,27,329.5,"[21, 39]"
1004758,103821,площадка для игры в волейбол,42,200.0,[7]
1004759,103256,универсальная спортивная площадка,12,931.0,"[2, 3]"
1004760,103736,универсальная спортивная площадка,12,245.3,"[0, 1, 2, 3]"
1004761,104392,универсальная спортивная площадка,12,570.0,"[2, 3]"
1004762,104505,универсальная спортивная площадка,12,962.5,"[0, 1, 3, 21]"
1004763,103735,универсальная спортивная площадка,12,648.0,"[2, 3]"
1004764,104531,универсальная спортивная площадка,12,594.0,"[2, 3]"
1004765,104532,площадка для игры в футбол,24,1414.7,"[0, 1, 3]"
1004766,104560,универсальная спортивная площадка,12,572.8,"[0, 1, 2, 3]"
1004767,104178,площадка для игры в волейбол,42,450.0,"[1, 7]"
1004768,104178,площадка для игры в баскетбол,28,440.0,"[1, 2, 21]"
1004770,104133,универсальная спортивная площадка,12,150.0,"[2, 3, 21, 7]"
1004771,104255,площадка для игры в баскетбол,28,295.0,"[2, 21]"
1004773,104413,площадка для игры в футбол,24,1300.0,"[0, 3]"
1004774,104365,"роллердром, скейтпарк открытый",43,375.0,[84]
1004775,104364,площадка для игры в баскетбол,28,140.0,"[2, 21]"
1004776,104363,универсальная спортивная площадка,12,1100.0,"[1, 2, 3, 21]"
1004777,104040,"роллердром, скейтпарк",43,550.0,[84]
1004778,104023,городок тренажерный (воркаут) нового типа,26,360.0,"[21, 39]"
1004779,104018,площадка для игры в баскетбол,28,233.0,"[2, 21]"
1004780,103934,площадка для игры в баскетбол,28,150.0,[2]
1004781,103915,универсальная спортивная площадка,12,200.0,"[2, 3, 21]"
1004782,103898,городок тренажерный (воркаут) нового типа,26,160.0,"[21, 39]"
1004785,103687,ледовое поле крытое,0,1800.0,"[0, 1, 38]"
1004793,103548,дорожка беговая-прогулочная,36,2000.0,[92]
1004794,104172,зал спортивный,5,216.0,"[2, 3, 21]"
1004795,104172,зал тренажерный,7,65.7,"[43, 21]"
1004809,103660,зал тренажерный №1,7,86.4,"[43, 21]"
1004810,103660,зал теннисный №1,32,240.0,[14]
1004811,103660,зал теннисный №2,32,240.0,[14]
1004812,103660,зал теннисный №3,32,288.0,[14]
1004815,103660,манеж футбольный,66,1728.0,[3]
1004816,103660,зал теннисный №4,32,648.0,[14]
1004817,103660,зал теннисный №5,32,648.0,[14]
1004818,103660,зал теннисный №6,32,288.0,[14]
1004826,104091,универсальная спортивная площадка,12,1583.0,"[0, 1, 2, 3, 21]"
1004830,104571,универсальная спортивная площадка,12,1052.5,"[0, 1, 2, 3]"
1004835,102148,"зал спортивный, «Зал хореографии»",5,143.0,"[65, 44, 82, 21, 89]"
1004836,102148,"зал спортивный, «Зал аэробики»",5,116.0,"[89, 21, 53, 29]"
1004837,102148,"зал спортивный, «Бокс»",5,648.0,"[21, 6]"
1004838,102148,"зал спортивный, «Борьба»",5,648.0,"[35, 19, 21]"
1004850,103402,бассейн плавательный 25-ти метровый крытый,20,320.0,[12]
1004853,103708,зал спортивный,5,103.0,"[74, 15]"
1004854,103196,зал спортивный,5,48.1,"[37, 21, 126]"
1004884,103847,зал спортивный №1,5,60.0,"[20, 21]"
1004885,103847,зал спортивный №2,5,42.0,"[51, 21]"
1004891,103354,зал спортивный,5,114.0,"[4, 21]"
1004895,102176,зал спортивный,5,77.4,"[24, 35, 13, 95]"
1004910,103908,зал спортивный,5,54.0,[21]
1004920,103356,зал тренажерный,7,50.0,[11]
1004993,102867,зал спортивный,5,53.1,[13]
1004997,103552,универсальная спортивная площадка,12,400.0,"[2, 3]"
1004998,103970,универсальная спортивная площадка,12,271.4,"[2, 3]"
1004999,105377,универсальная спортивная площадка,12,1100.0,"[2, 3]"
1005003,101300,зал тренажерный,7,604.0,[21]
1005005,105177,зал тренажерный,7,231.0,[28]
1005010,101887,зал спортивный,5,104.0,"[64, 32, 10, 107, 46, 47, 20, 86]"
1005011,102078,зал спортивный,5,78.5,[13]
1005012,102078,зал спортивный №1,5,39.8,[28]
1005014,103059,зал спортивный,5,79.4,"[33, 53, 15]"
1005016,103378,бассейн плавательный 25-ти метровый крытый,20,250.0,[12]
1005030,102748,зал спортивный,5,136.5,"[44, 21]"
1005032,103111,зал спортивный,5,58.7,"[32, 33]"
1005033,104809,зал тренажерный,7,145.5,"[28, 46]"
1005039,104567,бассейн плавательный 25-ти метровый крытый,20,225.0,"[52, 12]"
1005040,104567,зал спортивный №2,5,96.0,"[89, 53]"
1005041,104567,зал спортивный №1,5,115.0,"[64, 21]"
1005049,102210,зал спортивный,5,255.0,"[21, 53]"
1005050,104553,зал спортивный №1,5,74.4,[24]
1005051,104471,зал спортивный №4,5,70.0,[3]
1005052,104471,зал спортивный №1,5,102.0,[39]
1005053,102976,зал спортивный,5,396.0,[45]
1005054,102788,зал спортивный,5,51.5,"[21, 11, 69]"
1005055,103179,зал спортивный,5,110.0,[11]
1005056,102666,зал спортивный,5,65.7,"[9, 126]"
1005061,101988,зал тренажерный,7,103.0,[30]
1005104,103726,зал спортивный №1,5,89.7,"[33, 34, 35, 69, 44, 20, 21, 86]"
1005106,103440,зал тренажерный,7,110.2,"[28, 30]"
1005108,103287,зал спортивный,5,70.0,"[11, 35, 20, 21]"
1005109,104042,зал спортивный,5,420.0,"[2, 3, 29, 7]"
1005110,102093,зал спортивный №1,5,72.8,[13]
1005112,103912,"зал спортивный №1, «Зал бокса»",5,192.0,[6]
1005113,103912,"зал спортивный №2, «Зал самбо»",5,132.0,[13]
1005114,103912,зал тренажерный №2,7,54.0,[21]
1005115,103912,"зал тренажерный №1, «Женский тренажерный зал»",7,55.0,[21]
1005116,103912,"зал спортивный №3, «Зал хореографии и гимнастики»",5,138.0,[29]
1005117,103790,"зал спортивный №1, «Зал восточных единоборств»",5,156.0,[86]
1005118,103790,"зал спортивный №2, «Фитнес зал»",5,169.0,"[20, 21]"
1005119,103790,зал тренажерный,7,90.0,[21]
1005121,103310,зал тренажерный,7,314.3,[21]
1005122,103311,зал тренажерный,7,317.9,"[28, 30]"
1005123,103344,зал спортивный,5,168.0,"[32, 65, 11, 15]"
1005124,103977,универсальная спортивная площадка,12,492.0,"[1, 2, 3, 21]"
1005127,103964,каток с искусственным льдом,44,1125.0,"[0, 38]"
1005143,100322,универсальная спортивная площадка,12,235.0,"[1, 2, 3, 21]"
1005149,103286,зал теннисный №1,32,648.0,[14]
1005150,103286,зал теннисный №2,32,648.0,[14]
1005151,103286,зал теннисный №4,32,648.0,[14]
1005152,103286,теннисный корт №1,23,612.0,[14]
1005153,103286,поле футбольное №1,3,6300.0,[3]
1005154,103286,поле футбольное №2,3,6912.0,[3]
1005157,103286,теннисный корт №2,23,612.0,[14]
1005160,103286,теннисный корт №3,23,648.0,[14]
1005161,103286,теннисный корт №4,23,648.0,[14]
1005162,103286,теннисный корт №5,23,648.0,[14]
1005163,103286,теннисный корт №6,23,648.0,[14]
1005166,103320,зал спортивный №1,5,180.0,[3]
1005167,103320,зал спортивный №2,5,500.0,[3]
1005168,103320,зал спортивный №3,5,900.0,[3]
1005169,103320,зал спортивный №4,5,360.0,[3]
1005170,103320,зал спортивный №5,5,260.0,[3]
1005176,102296,зал спортивный,5,682.0,[19]
1005177,102361,зал спортивный,5,300.0,[40]
1005178,102361,зал тренажерный,7,128.8,"[28, 21]"
1005179,104253,зал спортивный №1,5,504.2,"[2, 3, 7]"
1005180,104253,площадка для игры в баскетбол,28,240.0,[2]
1005187,103030,зал спортивный №1,5,519.6,"[2, 3, 14, 7]"
1005188,103030,зал спортивный №2,5,87.8,"[145, 126, 86]"
1005189,103280,зал спортивный,5,278.4,"[3, 11, 21, 7]"
1005190,103280,зал спортивный,5,121.5,"[24, 21]"
1005191,103280,стрелковый тир,6,240.0,[22]
1005192,103483,зал тренажерный,7,116.8,[21]
1005193,103358,зал спортивный,5,240.0,"[2, 3, 21]"
1005194,102461,бассейн плавательный 50-ти метровый крытый,67,1250.0,[12]
1005195,102461,зал спортивный №1,5,1008.0,"[13, 21, 15]"
1005196,102461,зал спортивный №2,5,360.0,"[2, 7]"
1005197,102461,зал спортивный №3,5,216.0,"[54, 6]"
1005217,101638,"зал тренажерный, «Секция армрестлинга»",7,308.0,"[46, 30]"
1005225,103103,зал спортивный для шахмат,5,30.0,[33]
1005226,103103,зал спортивный для аэробики,5,51.5,[89]
1005231,101857,"зал спортивный, «Зал бокса»",5,162.1,[6]
1005232,103250,зал спортивный,5,173.6,[86]
1005240,103968,зал спортивный №1,5,170.0,"[2, 5]"
1005241,103968,зал спортивный №2,5,595.0,"[2, 7]"
1005242,103968,зал спортивный №3,5,187.0,"[2, 3, 7]"
1005243,103968,зал спортивный №4,5,187.0,[2]
1005244,103968,зал спортивный №5,5,336.0,[7]
1005245,103968,зал спортивный №6,5,1025.0,"[2, 3]"
1005246,103968,зал спортивный №7,5,648.0,"[2, 7]"
1005250,101810,зал спортивный,5,115.6,[44]
1005251,104019,универсальная спортивная площадка,12,162.0,[21]
1005255,105910,зал спортивный,5,327.6,"[2, 3, 21, 7]"
1005350,101915,зал спортивный №1,5,312.0,"[2, 3, 21, 7]"
1005351,101915,зал спортивный №2,5,63.0,"[21, 126]"
1005458,103294,теннисный корт №1,23,230.0,[14]
1005459,103294,теннисный корт №2,23,230.0,[14]
1005467,101690,зал тренажерный,7,97.0,[21]
1005474,102006,зал спортивный,5,22.0,[21]
1005481,105672,бассейн плавательный 25-ти метровый крытый,20,270.5,"[12, 52]"
1005482,105672,зал спортивный,5,893.6,"[2, 7, 14, 15, 21]"
1005483,105672,универсальная спортивная площадка,12,608.0,[2]
1005487,102067,зал спортивный,5,42.0,[21]
1005490,103247,"зал спортивный, танцевальный",5,54.2,[44]
1005492,102904,зал спортивный,5,220.0,[45]
1005496,105175,зал спортивный №1,5,230.0,"[24, 11, 21]"
1005497,105175,зал спортивный №2,5,170.0,"[13, 21, 6]"
1005498,104196,Спортивный зал №1,5,77.9,[13]
1005499,104196,Тренажерный зал №1,7,77.7,[21]
1005500,104196,Спортивный зал №2,5,54.7,[35]
1005502,104196,Тренажерный анаэробный зал №2,7,53.6,[21]
1005506,104352,зал спортивный №1,5,64.4,[21]
1005512,104597,зал спортивный,5,719.6,[15]
1005513,103488,зал спортивный,5,32.0,"[65, 53]"
1005514,103330,зал спортивный №1,5,21.4,[24]
1005518,102164,зал спортивный,5,84.0,"[53, 44, 21]"
1005519,102149,зал тренажерный,7,162.0,"[28, 30]"
1005521,103596,"зал спортивный, «Малый»",5,300.0,[2]
1005522,103596,"зал спортивный, «ОФП»",5,144.0,[68]
1005533,103956,зал спортивный №1,5,408.0,[6]
1005537,104199,зал спортивный №1,5,48.2,[37]
1005538,104199,зал спортивный №2,5,132.1,[37]
1005539,104199,зал спортивный №3,5,68.6,[37]
1005540,104199,зал спортивный №4,5,234.8,[37]
1005541,104201,зал спортивный №1,5,152.8,[33]
1005542,104201,зал спортивный №2,5,74.2,"[115, 21]"
1005543,104201,зал тренажерный,7,79.2,"[28, 21]"
1005544,102293,зал спортивный №1,5,756.0,[9]
1005545,102293,зал спортивный №2,5,648.0,[9]
1005550,103110,зал спортивный для настольного тенниса,5,71.4,[15]
1005560,104286,зал спортивный,5,288.0,[3]
1005561,104286,зал тренажерный,7,108.0,[21]
1005562,104957,скалодром открытый,51,50.0,"[88, 87]"
1005582,101996,универсальная спортивная площадка №1,12,600.0,[7]
1005583,101996,универсальная спортивная площадка №2,12,800.0,[3]
1005586,103286,зал теннисный №3,32,648.0,[14]
1005654,103381,зал тренажерный №1,7,600.0,"[28, 21, 30]"
1005655,103381,крытый скалодром,45,180.0,[88]
1005656,103381,зал спортивный №1,5,250.0,"[20, 21]"
1005662,103118,зал спортивный,5,140.0,[33]
1005665,102203,бассейн плавательный площадью более 60-ти кв.м крытый,22,90.0,[12]
1005666,102203,зал спортивный,5,300.0,"[3, 21]"
1005667,102203,зал тренажерный,7,12.0,[21]
1005668,102203,универсальная спортивная площадка,12,1250.0,[3]
1005739,103701,каток с искусственным льдом,44,800.0,"[0, 1]"
1005744,103895,универсальная спортивная площадка,12,840.0,"[0, 1, 2]"
1005745,102114,универсальная спортивная площадка,12,405.0,"[2, 3, 21]"
1005747,102140,универсальная спортивная площадка,12,540.0,"[1, 2, 3]"
1005750,104074,универсальная спортивная площадка,12,465.0,"[0, 1, 2, 3]"
1005755,103401,зал спортивный №1,5,80.0,"[35, 45]"
1005756,103401,зал спортивный №2,5,54.9,[37]
1005789,104638,зал спортивный №1,5,400.0,[13]
1005790,104638,зал спортивный №2,5,250.0,"[64, 9]"
1005791,104638,зал спортивный №3,5,75.0,[15]
1005794,105376,зал спортивный №1,5,1008.0,[3]
1005795,105376,зал спортивный №2,5,144.0,"[19, 126, 95]"
1005796,105376,зал спортивный №3,5,60.0,"[9, 44]"
1005797,105376,зал спортивный №4,5,36.0,"[9, 36]"
1005798,105376,зал тренажерный,7,64.0,"[43, 28, 21]"
1005799,105376,зал спортивный №6,5,78.0,"[2, 15]"
1005802,103193,поле футбольное,3,7000.0,[3]
1005803,104942,поле футбольное,3,4050.0,[3]
1005827,103556,"поле футбольное, «Ракета»",3,6120.0,[3]
1005834,103023,"поле регбийное, «Слава»",15,8520.0,[134]
1005839,102324,универсальная спортивная площадка,12,401.0,"[2, 3]"
1005840,103630,универсальная спортивная площадка №1,12,800.0,"[0, 3]"
1005849,104515,площадка для игры в баскетбол,28,300.0,[2]
1005852,103814,трасса лыжная,13,4000.0,[77]
1005853,104279,трасса лыжная,13,3000.0,[16]
1005854,103905,трасса лыжная,13,2500.0,[77]
1005856,104270,трасса лыжная,13,3000.0,[77]
1005857,104157,трасса лыжная №1,13,13500.0,[77]
1005860,104306,трасса лыжная,13,1500.0,[112]
1005866,103854,трасса лыжная,13,4500.0,[16]
1005870,104245,трасса лыжная,13,3000.0,[16]
1005875,104179,лыжная трасса,13,2500.0,[16]
1005878,103364,лыжная трасса,13,1500.0,[16]
1005881,103473,"трасса лыжная, улица Левобережная дом 12",13,2500.0,[77]
1005882,103318,трасса лыжная,13,3000.0,[16]
1005885,103489,трасса лыжная,13,150.0,[16]
1005886,103409,лыжная трасса,13,2000.0,[16]
1005896,103641,трасса лыжная №4,13,1000.0,[16]
1005898,103644,трасса лыжная 10 км,13,10000.0,[16]
1005973,101963,"ледовое поле крытое нестандартное, «АНО ЦФК ЛЕДО»",53,1000.0,"[0, 1, 38]"
1005996,103170,дорожка беговая-прогулочная,36,2400.0,"[92, 4]"
1005999,103170,каток с искусственным льдом №1,44,2250.0,[0]
1006000,103170,городок тренажерный (воркаут) нового типа,26,600.0,[39]
1006009,103170,"площадка для игры в настольный теннис, фонтанная площадь",33,1600.0,[14]
1006011,103381,бассейн плавательный 50-ти метровый крытый,67,1250.0,"[133, 12, 48, 148, 90]"
1006024,103689,универсальная спортивная площадка,12,861.0,"[0, 1, 3]"
1006029,101722,универсальная спортивная площадка,12,1377.2,"[0, 1, 2, 3, 65, 21, 123]"
1006039,101743,зал спортивный,5,486.0,[5]
1006040,101743,зал тренажерный,7,52.2,[21]
1006048,101734,зал спортивный,5,316.0,[81]
1006051,101876,зал спортивный №1,5,36.0,[44]
1006059,102388,"зал спортивный, «служебный»",5,288.0,"[3, 21, 54, 55]"
1006065,103428,зал спортивный №1,5,105.6,[11]
1006124,103802,универсальная спортивная площадка,12,717.1,"[0, 1, 2]"
1006125,103904,универсальная спортивная площадка,12,610.1,[3]
1006128,102648,универсальная спортивная площадка,12,405.0,"[2, 3, 21]"
1006154,102804,трасса лыжная,13,800.0,[16]
1006156,102601,"трасса лыжная №8, «рядом с улицей Академика Янгеля»",13,8400.0,[16]
1006157,102282,"трасса лыжная, проспект Андропова, возле дома 58А",13,4000.0,"[16, 109, 116, 77]"
1006158,102459,трасса лыжная,13,1000.0,[16]
1006160,105283,трасса лыжная,13,2000.0,[16]
1006164,102618,трасса лыжная,13,7000.0,[16]
1006171,105294,трасса лыжная,13,15000.0,[77]
1006174,105395,трасса лыжная,13,3000.0,"[16, 109]"
1006220,104707,"бассейн плавательный крытый, «служебный»",20,300.0,[12]
1006230,102551,универсальная спортивная площадка,12,440.0,"[0, 1, 2, 3]"
1006236,103710,каток с искусственным льдом,44,800.0,"[0, 1]"
1006237,103451,каток с искусственным льдом,44,800.0,"[0, 1]"
1006238,102722,универсальная спортивная площадка,12,800.0,"[0, 1, 3, 21]"
1006242,102460,универсальная спортивная площадка,12,800.0,"[0, 1, 3, 21]"
1006246,102473,каток с искусственным льдом,44,2800.0,[1]
1006247,104504,универсальная спортивная площадка,12,669.0,"[0, 1, 3, 7]"
1006252,102480,универсальная спортивная площадка,12,800.0,"[1, 21]"
1006255,102536,универсальная спортивная площадка,12,800.0,"[1, 3, 21]"
1006258,102617,универсальная спортивная площадка,12,1800.0,"[0, 1, 3, 21]"
1006259,104469,каток с искусственным льдом,44,800.0,[1]
1006260,104593,универсальная спортивная площадка,12,1800.0,"[0, 1, 3]"
1006261,101907,универсальная спортивная площадка,12,800.0,"[0, 1, 3, 21]"
1006262,102507,универсальная спортивная площадка,12,665.0,"[1, 3, 21]"
1006263,102557,универсальная спортивная площадка,12,1800.0,"[0, 1, 3, 21]"
1006264,105462,площадка для игры в футбол,24,1800.0,"[0, 3, 38]"
1006272,102995,"городок тренажерный (воркаут) нового типа, Шипиловский проезд напротив дома 63",26,1690.0,[43]
1006279,103336,ледовое поле крытое,0,1800.0,"[0, 1, 122, 38]"
1006280,104284,универсальная спортивная площадка,12,364.8,"[1, 2, 3]"
1006281,104290,площадка для игры в баскетбол,28,450.0,"[1, 2]"
1006284,103594,универсальная спортивная площадка,12,800.0,"[1, 2, 3]"
1006287,104452,универсальная спортивная площадка,12,534.4,"[0, 1, 2, 3]"
1006295,104474,площадка для игры в футбол,24,1104.0,[3]
1006296,104421,универсальная спортивная площадка,12,480.0,"[2, 3]"
1006297,104595,площадка для игры в футбол,24,576.0,[3]
1006298,104264,площадка для игры в баскетбол,28,456.0,"[1, 2]"
1006299,104177,площадка для игры в футбол,24,1222.0,"[1, 3]"
1006301,102889,универсальная спортивная площадка,12,800.0,"[0, 1, 2]"
1006302,102918,универсальная спортивная площадка,12,224.0,"[0, 1, 3]"
1006305,103832,площадка для игры в баскетбол,28,850.0,"[1, 2, 3]"
1006316,104334,площадка для игры в футбол,24,1775.0,"[0, 3, 38]"
1006321,103907,универсальная спортивная площадка,12,800.0,"[0, 1, 21]"
1006324,101879,универсальная спортивная площадка,12,1546.0,"[0, 1, 2, 3, 7]"
1006326,101969,универсальная спортивная площадка,12,800.0,"[1, 2, 3, 21]"
1006327,104506,универсальная спортивная площадка,12,1800.0,"[0, 1, 3]"
1006331,102076,универсальная спортивная площадка,12,1311.0,"[0, 65, 1, 5, 21]"
1006333,101208,зал спортивный №2,5,273.6,"[2, 21]"
1006334,101208,зал спортивный №1,5,264.0,"[2, 21]"
1006335,101208,зал спортивный №3,5,288.0,[21]
1006351,103195,зал спортивный №1,5,31.0,"[11, 44]"
1006356,104471,зал спортивный №2,5,70.2,[2]
1006357,104471,зал спортивный №3,5,70.2,[2]
1006358,104553,зал спортивный №2,5,86.4,[44]
1006362,100135,зал спортивный,5,52.0,"[21, 15]"
1006363,100129,зал спортивный,5,31.0,[33]
1006364,100016,зал спортивный,5,70.0,"[11, 21]"
1006365,100154,зал спортивный,5,42.0,"[65, 36, 44, 82, 21]"
1006366,100017,зал спортивный,5,143.0,"[65, 36, 44, 82, 21]"
1006367,100059,зал спортивный,5,41.0,"[65, 21]"
1006368,100018,зал спортивный,5,48.0,"[21, 15]"
1006369,100019,зал спортивный,5,62.0,[21]
1006370,100005,зал спортивный,5,270.0,[20]
1006371,100005,зал тренажерный №2,7,375.0,"[21, 46]"
1006372,100005,зал тренажерный №1,7,84.0,[28]
1006373,104567,зал тренажерный,7,238.0,[28]
1006388,101692,зал спортивный,5,162.0,"[2, 21, 7]"
1006389,101320,бассейн плавательный крытый площадью менее 60-ти квадратных метров,30,21.0,[21]
1006419,101597,зал спортивный,5,74.8,[21]
1006422,101324,зал спортивный,5,226.6,[21]
1006423,105135,зал спортивный,5,47.1,[21]
1006424,101425,зал спортивный,5,162.0,"[2, 21, 7]"
1006432,101446,зал спортивный,5,120.0,"[9, 44, 20]"
1006444,101471,спортивный зал,5,40.0,"[56, 19]"
1006446,101480,зал спортивный,5,36.0,[21]
1006466,104873,трасса лыжная,13,27900.0,[77]
1006468,104968,трасса лыжная,13,12500.0,[77]
1006469,101651,трасса лыжная,13,12500.0,[77]
1006515,101557,зал спортивный №1,5,80.0,[44]
1006519,101585,зал тренажерный,7,48.0,[21]
1006544,105286,трасса лыжная,13,10000.0,"[116, 77]"
1006585,103653,зал спортивный,5,230.0,[43]
1006586,103651,зал спортивный,5,80.0,[41]
1006587,103427,зал спортивный №1,5,155.0,"[33, 34]"
1006592,101325,бассейн плавательный 25-ти метровый крытый,20,400.0,[12]
1006596,101325,зал спортивный №4,5,120.0,[15]
1006597,101325,зал тренажерный,7,70.0,[21]
1006609,101326,поле футбольное,3,6000.0,[3]
1006619,103324,бассейн плавательный 25-ти метровый крытый,20,175.0,"[48, 12, 52]"
1006620,103324,зал спортивный №1,5,800.0,"[21, 53, 29]"
1006621,103324,зал спортивный,5,288.0,"[2, 21]"
1006637,101577,бассейн плавательный площадью менее 60-ти кв.м крытый,30,9.0,[21]
1006645,104906,зал спортивный,5,96.8,[21]
1006646,104906,универсальная спортивная площадка,12,150.0,[21]
1006651,101581,зал спортивный №1,5,72.0,"[81, 21]"
1006655,101580,зал спортивный,5,50.0,[21]
1006656,101580,универсальная спортивная площадка,12,70.0,[21]
1006692,100022,универсальная спортивная площадка,12,1200.0,"[0, 1, 3]"
1006704,105522,трасса лыжная,13,12000.0,[16]
1006709,100061,зал спортивный,5,30.0,[44]
1006710,104169,зал спортивный №1,5,162.0,[21]
1006711,104169,зал спортивный №2,5,450.0,[2]
1006713,105569,универсальная спортивная площадка,12,478.0,"[0, 1, 2, 3]"
1006714,105063,площадка для игры в футбол,24,375.0,[3]
1006715,105064,площадка для игры в волейбол,42,408.0,[7]
1006716,105065,площадка для игры в настольный теннис,33,297.0,[15]
1006717,105054,универсальная спортивная площадка,12,1710.0,"[0, 1, 2, 5]"
1006718,105058,универсальная спортивная площадка,12,813.2,"[0, 1, 2, 3]"
1006719,101318,теннисный корт,23,720.0,[14]
1006720,101318,площадка для игры в футбол,24,968.0,[3]
1006721,101318,"роллердром, скейтпарк открытый",43,1124.4,"[91, 84]"
1006722,101318,городок тренажерный универсальный,18,102.5,"[21, 39]"
1006723,101318,скалодром открытый,51,136.4,[88]
1006724,101318,площадка для городошного спорта №1,19,322.0,[42]
1006725,101318,площадка для игры в настольный теннис,33,70.0,[15]
1006730,101575,универсальная спортивная площадка,12,807.5,"[0, 2, 3, 38, 123]"
1006731,100038,зал спортивный,5,72.0,"[10, 11, 95]"
1006736,104083,универсальная спортивная площадка,12,413.0,"[1, 2, 3]"
1006738,101596,универсальная спортивная площадка,12,1000.0,"[2, 3, 20, 7]"
1006739,101330,зал спортивный,5,80.0,[6]
1006798,102976,зал тренажерный,7,50.0,[30]
1006816,102580,поле футбольное,3,7150.0,[3]
1006818,102406,зал спортивный №1,5,88.3,"[81, 20, 21]"
1006819,102406,зал спортивный №2,5,58.7,"[20, 21]"
1006820,100083,площадка для игры в настольный теннис,33,157.8,[15]
1006821,105059,площадка для игры в футбол,24,360.0,[3]
1006826,105061,площадка для игры в футбол,24,1800.0,[3]
1006827,104654,универсальная спортивная площадка №1,12,1412.0,"[0, 1, 3]"
1006828,104653,универсальная спортивная площадка,12,1500.0,"[2, 3, 7]"
1006829,100086,площадка для игры в настольный теннис,33,190.0,[15]
1006831,103436,площадка для игры в футбол,24,1589.0,"[0, 1, 3]"
1006832,105055,площадка для игры в футбол,24,1588.0,"[0, 1, 3]"
1006833,105056,каток с искусственным льдом,44,800.0,[1]
1006834,100081,универсальная спортивная площадка,12,230.0,"[65, 3]"
1006835,100076,универсальная спортивная площадка №1,12,600.0,[2]
1006837,100074,площадка для игры в футбол,24,450.0,[3]
1006838,100073,площадка для игры в футбол,24,650.0,[3]
1006839,100072,универсальная спортивная площадка,12,270.0,"[2, 5]"
1006840,100069,"универсальная спортивная площадка, «площадка для бадминтона»",12,450.0,[5]
1006841,100068,универсальная спортивная площадка,12,750.0,"[2, 3]"
1006842,103492,универсальная спортивная площадка,12,800.0,"[0, 1, 2, 3, 21]"
1006848,104644,площадка для игры в футбол,24,1200.0,[3]
1006866,102579,зал спортивный,5,400.0,"[35, 45, 13]"
1006870,104648,площадка для игры в волейбол,42,312.0,[7]
1006872,102581,зал спортивный,5,90.0,[10]
1006877,104647,универсальная спортивная площадка,12,1500.0,"[1, 2, 3]"
1006887,104651,универсальная спортивная площадка,12,288.0,"[21, 7]"
1006890,103486,универсальная спортивная площадка,12,345.0,"[2, 7]"
1006895,100028,бассейн плавательный крытый,22,352.0,[12]
1006896,100028,зал спортивный,5,264.0,[65]
1006897,100028,зал тренажерный,7,200.0,[28]
1006898,100028,теннисный корт,23,741.0,[14]
1006901,100118,Площадка для игры в футбол,24,1035.0,[3]
1006952,103455,зал спортивный,5,41.9,[44]
1006959,102496,универсальная спортивная площадка,12,288.0,"[2, 3]"
1006960,105077,зал спортивный,5,35.0,[21]
1006987,105113,зал спортивный,5,288.0,"[2, 3, 7]"
1006988,105113,площадка для игры в футбол,24,576.0,[3]
1006995,105481,универсальная спортивная площадка,12,600.0,"[0, 1, 2, 3]"
1007000,102438,зал тренажерный,7,73.0,"[43, 21]"
1007011,100110,"поле футбольное, «Стадион Ватутинки»",3,6927.6,[3]
1007030,100128,"стрелковый тир крытый, «Русская земля»",6,108.0,[67]
1007031,100047,зал спортивный,5,180.0,"[21, 6]"
1007034,103452,зал спортивный,5,44483.0,[51]
