,geometry,id,population
568,"POLYGON ((55.46503360368377 37.09269233499722, 55.46552243119358 37.10050487231645, 55.46991861058947 37.10390753155612, 55.47382608687798 37.0994962844053, 55.47333693245839 37.09168225859325, 55.46894062869031 37.0882809686143, 55.46503360368377 37.09269233499722))",[],0.0
569,"POLYGON ((55.39321916663225 37.01499770849773, 55.38931386888731 37.01940518453294, 55.38980479113167 37.0271977474239, 55.39420133919452 37.03058431459108, 55.39810708787506 37.02617695324989, 55.39761583752686 37.01838290985977, 55.39321916663225 37.01499770849773))",[],0.0
570,"POLYGON ((55.47274979788543 36.95011271914418, 55.46835222312889 36.94673059081678, 55.46445261920564 36.95114994226156, 55.46495013940416 36.95895131094183, 55.46934759245065 36.96233481146584, 55.47324764703913 36.95791557130106, 55.47274979788543 36.95011271914418))","[100064, 109940]",0.0
571,"POLYGON ((55.30282856554354 37.10841832145144, 55.30722402654079 37.11180872773073, 55.3111364638487 37.10741519513215, 55.31065298887366 37.09963113732395, 55.30625740370226 37.09624208944216, 55.30234541764995 37.10063574078372, 55.30282856554354 37.10841832145144))",[],0.0
572,"POLYGON ((55.47574733066043 37.19772574355495, 55.47965956365775 37.19331924063597, 55.47917600825001 37.18549681200781, 55.47478054541236 37.18208237868026, 55.47086876409943 37.18648900614255, 55.47135199396988 37.19430994257958, 55.47574733066043 37.19772574355495))",[],0.0
573,"POLYGON ((55.50833273701936 36.91811237044315, 55.50783131946741 36.9103060175551, 55.50343325793151 36.90692639866631, 55.49953673495475 36.9113517571215, 55.50003782304127 36.91915662542041, 55.50443576353945 36.92253761966514, 55.50833273701936 36.91811237044315))",[],0.0
574,"POLYGON ((55.25195415212541 37.37325263320731, 55.25634695629894 37.37667446777059, 55.26027468386819 37.37230140714603, 55.25980915488918 37.36450637855211, 55.25541622168646 37.36108589344042, 55.25148894646223 37.3654590872818, 55.25195415212541 37.37325263320731))",[],0.0
575,"POLYGON ((55.34926345580223 37.38963365544418, 55.35318928006458 37.38525156832135, 55.35272159848648 37.37743812383084, 55.3483284156379 37.37400825640034, 55.3444030438063 37.37839047806185, 55.34487040242225 37.38620243280586, 55.34926345580223 37.38963365544418))",[],0.0
576,"POLYGON ((55.58352719720587 37.38645259173477, 55.58744625811076 37.38204548337737, 55.58697094867716 37.37418800267611, 55.58257690094882 37.37073913709427, 55.5786582925609 37.37514638133664, 55.57913327941426 37.38300235546976, 55.58352719720587 37.38645259173477))",[],0.0
577,"POLYGON ((55.75681417349792 37.69654652206692, 55.75635306607457 37.68863247921442, 55.75196167211688 37.68512676516964, 55.74803152180865 37.68953371891052, 55.74849231163333 37.6974462318702, 55.75288356933538 37.70095332078233, 55.75681417349792 37.69654652206692))","[100256, 100473, 100481, 101209, 102461, 103029, 103336, 104567, 105786, 105802, 106117, 106205, 106269, 106333, 106356, 108391, 108393, 108430, 109296, 116186, 121320, 122235, 123175, 123177, 123255, 123372, 124297, 124326]",22.32066636847103
578,"POLYGON ((55.43522069538833 37.15138948970318, 55.43130941216441 37.15579366611425, 55.43179327594953 37.16360475454413, 55.43618874898323 37.16701315464773, 55.44010048374538 37.16260910081762, 55.4396162939055 37.15479652411326, 55.43522069538833 37.15138948970318))",[],0.0
579,"POLYGON ((55.85772256736642 37.35469403235738, 55.85820764627751 37.3626018514957, 55.86260256572005 37.36607278125766, 55.86651253652231 37.36163450222863, 55.86602713526954 37.35372515667466, 55.86163208558634 37.35025561676305, 55.85772256736642 37.35469403235738))","[103221, 105313, 107716, 110035]",17.856533094776825
580,"POLYGON ((55.75843211890821 37.65257368770402, 55.76236004612523 37.64816344053374, 55.76189574894442 37.64025203877283, 55.75750384288457 37.63675241302089, 55.75357636933762 37.6411628124807, 55.75404034821005 37.64907268560192, 55.75843211890821 37.65257368770402))","[100196, 100473, 102665, 102666, 102867, 102940, 102973, 102976, 103029, 103170, 103204, 103242, 103250, 105802, 105806, 105817, 105841, 106117, 106327, 106340, 106365, 108391, 108393, 109296, 109328, 109449, 116186, 117556, 117557, 117560, 119853, 119860, 120360, 121320, 121456, 123255]",1214.244250444824
581,"POLYGON ((55.30170707810198 37.22622090960265, 55.29778814719208 37.23060668386641, 55.29826314574984 37.23839849019725, 55.30265740039069 37.24180600339879, 55.30657678310475 37.23742035510733, 55.30610145934389 37.22962706745346, 55.30170707810198 37.22622090960265))",[],0.0
582,"POLYGON ((55.83618609123443 37.41293588059124, 55.84058045706025 37.41641179107537, 55.84449369651382 37.41197883690115, 55.84401211733563 37.40406983273492, 55.83961762037781 37.40059530948258, 55.83570483370011 37.40502840296683, 55.83618609123443 37.41293588059124))","[105219, 105313, 105395, 107542, 107716, 108255, 108262, 108263, 108447, 116500, 118633, 118644, 123195, 123198, 124911]",6584.5965786989545
583,"POLYGON ((55.76426615876154 37.46890954219392, 55.76034762641006 37.47333052150413, 55.76082226246453 37.4812287862189, 55.76521575162491 37.48470759475713, 55.7691347369858 37.4802867581588, 55.76865978014698 37.47238697011289, 55.76426615876154 37.46890954219392))","[100140, 100448, 101296, 104636, 105079, 105089, 105127, 107200, 108060, 108077, 108097, 108144, 108258, 108481, 116212, 116576, 116650, 116651, 116654, 121608, 123547, 123609, 124245, 124910]",13521.85968601975
584,"POLYGON ((55.75542941471406 37.67280647700846, 55.75982094470502 37.67631081567043, 55.76375006684211 37.67190181970111, 55.7632872051956 37.66398833120794, 55.75889553939379 37.66048536844392, 55.75496687101975 37.66489451807578, 55.75542941471406 37.67280647700846))","[100473, 100481, 100496, 101209, 102461, 103029, 103204, 103336, 104942, 105802, 105886, 106117, 106269, 106333, 106342, 108391, 108393, 108430, 109296, 109449, 116186, 116592, 116593, 119860, 121320, 121421, 121780, 122235, 123177, 123255, 124326]",1249.9573166343778
585,"POLYGON ((55.64395062441109 37.48650109278006, 55.64442076924367 37.49437809188821, 55.64881379757398 37.49784886605912, 55.65273681328547 37.49344126877179, 55.652266347637 37.4855627544597, 55.64787318712271 37.48209335283484, 55.64395062441109 37.48650109278006))","[100485, 100488, 101111, 101325, 103608, 103634, 103659, 103660, 105018, 105263, 105529, 106320, 106924, 107743, 107749, 107779, 107867, 108203, 108205, 108207, 108209, 108222, 108230, 108439, 108586, 109818, 109822, 117152, 117643, 122450, 122530, 122784, 124653]",12347.792635038175
586,"POLYGON ((55.93782481518327 37.36528134823575, 55.94221989891808 37.36875939558915, 55.94612768749039 37.36431263907516, 55.94563993965527 37.35638769775766, 55.94124472542131 37.35291104560741, 55.93733738949137 37.35735793937266, 55.93782481518327 37.36528134823575))",[106661],133.9239982108262
587,"POLYGON ((55.18993039950961 37.11027845147943, 55.1860144655075 37.11465905302949, 55.18649303428661 37.12242101188789, 55.19088786411523 37.12580383840579, 55.19480424939625 37.12142335571465, 55.19432535353975 37.11365992746075, 55.18993039950961 37.11027845147943))",[],0.0
588,"POLYGON ((55.72067918770485 37.79597226616618, 55.71674237498902 37.80036932503599, 55.71719526770173 37.80828429221734, 55.72158528910516 37.81180373169417, 55.72552255607985 37.80740683397414, 55.72506934736287 37.79949033542741, 55.72067918770485 37.79597226616618))","[100154, 100482, 100686, 101963, 102034, 103101, 104199, 104441, 104536, 106372, 106396, 106763, 106781, 106782, 106922, 106925, 108247, 108259, 109073, 109451, 118338, 118898, 118900, 118907, 118908, 121925]",22106.38797133371
589,"POLYGON ((55.26652469276151 37.40691511749524, 55.27091723785925 37.41034266950603, 55.27484632274703 37.40597001248006, 55.27438241002077 37.39816966806203, 55.26998973523361 37.39474346571858, 55.2660611028325 37.39911625793604, 55.26652469276151 37.40691511749524))",[],0.0
590,"POLYGON ((55.26783863566082 37.28903701788612, 55.26391547536369 37.29341563979442, 55.26438552233583 37.30120595941365, 55.26877905392224 37.30461913801431, 55.27270266627305 37.30024064537832, 55.272232294954 37.29244884468064, 55.26783863566082 37.28903701788612))",[],0.0
591,"POLYGON ((55.35941511729062 37.21154711041944, 55.35989325374616 37.21934899904375, 55.36428793305927 37.22275900287845, 55.36820460232094 37.21836575849586, 55.36772614049326 37.21056238481064, 55.36333133480599 37.20715374075814, 55.35941511729062 37.21154711041944))",[],0.0
592,"POLYGON ((55.28374228197609 37.13815600605167, 55.28765675341992 37.13376644932415, 55.28717564958111 37.12598473772533, 55.28278040106908 37.12259405942999, 55.27886638098558 37.12698373623486, 55.27934715808382 37.13476397144496, 55.28374228197609 37.13815600605167))",[],0.0
593,"POLYGON ((55.65784815403817 37.7231130564065, 55.65830401699052 37.7310108502644, 55.6626946870044 37.73451481876399, 55.66662963075287 37.73011962550811, 55.66617345052461 37.7222203072853, 55.66178264385321 37.71871770688174, 55.65784815403817 37.7231130564065))","[104593, 105919, 106388, 106392, 106405, 106757, 108259, 108450, 108469, 108615, 108866, 108875, 109357, 109862, 110058, 112409, 116574, 119842, 121489, 122289, 123767, 124204, 124608]",49.10546601063627
594,"POLYGON ((55.39006601463122 37.30231375650066, 55.39053952444101 37.3101284305314, 55.39493347438378 37.31355318095247, 55.39885404268901 37.30916189769306, 55.39838020888541 37.30134573326265, 55.39398613080031 37.29792234268186, 55.39006601463122 37.30231375650066))",[],0.0
595,"POLYGON ((55.45134826480109 37.14157917278089, 55.45183364322051 37.14939293420497, 55.45622932290666 37.15280106563224, 55.46013974946401 37.14839406850724, 55.45965404481931 37.14057881786466, 55.45525823987268 37.13717205375538, 55.45134826480109 37.14157917278089))",[],0.0
596,"POLYGON ((55.48332517687081 36.8544223221032, 55.48382924332211 36.86221965866423, 55.48822762248528 36.86559163412095, 55.49212205515871 36.86116489774824, 55.49161765839594 36.85336607977776, 55.48721915930179 36.84999547977679, 55.48332517687081 36.8544223221032))",[],0.0
597,"POLYGON ((55.55732563770245 37.23141540684026, 55.55341360244033 37.2358280008341, 55.5538964093225 37.24366839285054, 55.55829157610396 37.2470976905642, 55.56220406329416 37.24268522440194, 55.56172093174474 37.23484333250231, 55.55732563770245 37.23141540684026))",[112329],0.0
598,"POLYGON ((55.79560203652876 37.43351722523619, 55.79608025874807 37.44141918855578, 55.80047423826551 37.44489557474432, 55.80439012715919 37.44046861392523, 55.80391158363695 37.43256512604783, 55.79951747255394 37.4290901237449, 55.79560203652876 37.43351722523619))","[100203, 101296, 105307, 105315, 108060, 108077, 108258, 108262, 108263, 108441, 108481, 108482, 109343, 109826, 109831, 121260, 121311, 123482, 124958]",0.0
599,"POLYGON ((55.27343262435068 37.17466529949309, 55.27391029304611 37.18244821707074, 55.27830496038872 37.18584621780222, 55.28222208456807 37.18145994619177, 55.28174408981404 37.17367555095809, 55.27734929696925 37.17027890517856, 55.27343262435068 37.17466529949309))",[],0.0
600,"POLYGON ((55.19719179731539 37.16025086369923, 55.20110981742657 37.15587167069722, 55.20063283791907 37.14810439720611, 55.19623816489856 37.14471778793434, 55.19232059621451 37.14909710174319, 55.1927972491538 37.1568629042033, 55.19719179731539 37.16025086369923))",[],0.0
601,"POLYGON ((55.71112340780503 37.8487389211217, 55.71157310354197 37.85665649065428, 55.71596260014753 37.86018200001959, 55.71990254019217 37.8557885713393, 55.7194525291651 37.84786946920999, 55.71506289341279 37.84434532855822, 55.71112340780503 37.8487389211217))","[103101, 103687, 104199, 105598, 106108, 106922, 107910, 107968, 109335, 118350, 118351, 122903]",2209.745970478632
602,"POLYGON ((55.55534201393575 37.2671937685696, 55.55973696308028 37.27062636664402, 55.56365064121683 37.26621510162209, 55.56316891815158 37.25837110916198, 55.55877384130088 37.25493988272504, 55.55486061519154 37.25935127691833, 55.55534201393575 37.2671937685696))",[],0.0
603,"POLYGON ((55.47675122487664 37.14639516006283, 55.47284137029392 37.15080403964556, 55.4733268643487 37.15862257507104, 55.47772253900864 37.16203372181129, 55.48163284512521 37.15762496477494, 55.48114702501784 37.14980493826179, 55.47675122487664 37.14639516006283))",[],0.0
604,"POLYGON ((55.45473611716478 37.19629017932863, 55.45913137406909 37.19970487739715, 55.4630441783569 37.19530025540094, 55.46256127402435 37.187480810591, 55.45816589097253 37.18406747903099, 55.45425353837068 37.1884722255821, 55.45473611716478 37.19629017932863))",[],0.0
605,"POLYGON ((55.24717143491031 37.02118992302142, 55.24326175743835 37.02558158474612, 55.24374763007188 37.03334728579222, 55.24814350841392 37.03672279526959, 55.25205363679888 37.03233124777793, 55.25156743589866 37.02456407639004, 55.24717143491031 37.02118992302142))",[],0.0
606,"POLYGON ((55.38635860729585 36.9726645271827, 55.38685230839982 36.98045288339363, 55.39124926117396 36.98383290842602, 55.39515263482197 36.97942321084972, 55.39465860493522 36.97163337599034, 55.39026153021363 36.96825471754293, 55.38635860729585 36.9726645271827))",[],0.0
607,"POLYGON ((55.58470168044208 37.13336388088701, 55.58079556051199 37.13778503523425, 55.58128529320676 37.14562299884928, 55.5856814718461 37.14904130636445, 55.58958804330153 37.14462027446933, 55.58909798456202 37.13678081241535, 55.58470168044208 37.13336388088701))",[],0.0
608,"POLYGON ((55.18414686293564 37.0171842704861, 55.18854261614555 37.02055278539775, 55.19245353568879 37.01616660471349, 55.19196825116669 37.00841179592118, 55.18757237573117 37.00504463357735, 55.18366190701322 37.00943092727314, 55.18414686293564 37.0171842704861))",[],0.0
609,"POLYGON ((55.37281332034111 37.36333114116997, 55.37328251180272 37.37114727680832, 55.37767581771561 37.37457881908047, 55.38160006144494 37.37019286851596, 55.38113054685142 37.3623752416115, 55.37673711169025 37.35894505672857, 55.37281332034111 37.36333114116997))",[124573],0.0
610,"POLYGON ((55.54445636610686 37.36327830143892, 55.54053706620197 37.36768191569868, 55.54101130792219 37.37553007344274, 55.54540517227858 37.37897612026739, 55.54932492465215 37.37457264121937, 55.54885036017076 37.36672297994168, 55.54445636610686 37.36327830143892))",[122934],0.0
611,"POLYGON ((55.42399559390439 37.03871125106219, 55.42790093590059 37.03430118224435, 55.42740923334821 37.02650090005478, 55.42301251676417 37.02311216978498, 55.41910762575007 37.02752235391679, 55.41959900036822 37.03532115319264, 55.42399559390439 37.03871125106219))",[],0.0
612,"POLYGON ((55.36244252119918 37.39993226953194, 55.36636851617246 37.39554938597308, 55.36590105273192 37.38773267102419, 55.36150791713547 37.38430033087035, 55.35758237463979 37.3886833496312, 55.35804951529273 37.39649857353482, 55.36244252119918 37.39993226953194))",[124573],0.0
613,"POLYGON ((55.46673947225115 36.85653356450545, 55.46724287808109 36.86432793991771, 55.47164117406336 36.8676988477126, 55.47553618418128 36.86327400597321, 55.47503244804092 36.85547815026482, 55.47063403212368 36.85210861677909, 55.46673947225115 36.85653356450545))",[],0.0
614,"POLYGON ((55.70942526297208 37.89272444721932, 55.70548310532203 37.89711456631007, 55.7059296011715 37.90503472749342, 55.71031856921635 37.90856630320717, 55.71426118147943 37.90417635073343, 55.71381437105543 37.89625465572803, 55.70942526297208 37.89272444721932))","[103590, 103605, 106107, 107965, 119102, 121654, 123128, 123305]",8013.1192262811
615,"POLYGON ((55.24429460764263 37.31529881252474, 55.24036942135039 37.31967346040351, 55.24083709915941 37.32746140326828, 55.24523028723547 37.33087617837308, 55.24915592568172 37.32650166108508, 55.24868792386812 37.31871223791284, 55.24429460764263 37.31529881252474))",[],0.0
616,"POLYGON ((55.82969368329965 37.51324497182908, 55.83361229042977 37.5088188694795, 55.83313707503778 37.50090447547238, 55.82874357278049 37.49741771312513, 55.82482541881154 37.50184396027471, 55.82530031396861 37.50975682517021, 55.82969368329965 37.51324497182908))","[103280, 103318, 103320, 103358, 103380, 103409, 103483, 103630, 104638, 104639, 105294, 105307, 105376, 105393, 106104, 106564, 106656, 106699, 107364, 109098, 109126, 109352, 109374, 109783, 109831, 109833, 109853, 109889, 109890, 109891, 110083, 110095, 110102, 116212, 118651, 118655, 121154, 121296, 121315, 121871, 122338, 123381, 123382, 124605, 124911]",7780.984296049001
617,"POLYGON ((55.45644708629561 37.36158631132393, 55.46084079111738 37.36502344760966, 55.4647622024864 37.36062814730484, 55.46428945662925 37.35279557664746, 55.45989562255449 37.34935980341078, 55.45597466355999 37.3537552375905, 55.45644708629561 37.36158631132393))",[],0.0
618,"POLYGON ((55.82679813307979 37.82065904776433, 55.8228631077744 37.82506598291469, 55.82331778269328 37.83300325361995, 55.82770779830786 37.83653512909711, 55.83164327802743 37.83212835735516, 55.83118828768887 37.82418954652573, 55.82679813307979 37.82065904776433))","[101576, 101636, 101803, 101988, 101993, 102148, 103164, 106207, 106276, 106277, 106287, 109642, 110060, 118860, 118864, 118871, 118872, 118873, 124428]",16619.96817796353
619,"POLYGON ((55.65394104877093 37.37437689992286, 55.65002428409311 37.37879155778062, 55.65050130378953 37.38666140548906, 55.65489541052536 37.39011810705786, 55.65881262777007 37.38570358576359, 55.65833528568213 37.37783222614207, 55.65394104877093 37.37437689992286))","[100564, 105251, 108038, 108110, 108550, 109597, 118085, 124570, 124653, 124809, 124810, 124811, 124812, 124916, 124918, 124919, 124921]",3160.606357775498
620,"POLYGON ((55.42437928115976 37.24713258736253, 55.42390080574919 37.23931641438339, 55.41950604959926 37.23589927793646, 55.41558989586495 37.24029695142722, 55.41606804642228 37.24811163432138, 55.42046267553716 37.25153013361949, 55.42437928115976 37.24713258736253))",[109174],0.0
621,"POLYGON ((55.28258245666049 37.2559333761819, 55.28305540949464 37.26372429406744, 55.28744936699186 37.26713396607322, 55.29137049872856 37.26275136656147, 55.2908972210336 37.25495896756086, 55.28650313649261 37.25155064937569, 55.28258245666049 37.2559333761819))",[],0.0
622,"POLYGON ((55.81087276849254 37.61894072349089, 55.81040512494787 37.61102223172703, 55.80601279704906 37.6075224457809, 55.80208824760283 37.61193977112867, 55.80255557250103 37.6198567316539, 55.80694776546225 37.62335789787056, 55.81087276849254 37.61894072349089))","[103023, 103204, 103727, 103865, 103868, 103965, 104273, 104301, 104371, 105702, 106137, 106873, 107697, 108522, 108686, 109707, 112437, 112456, 118048, 118778, 118785, 119849, 119859, 121353, 121375, 121657, 121722, 121744, 121923, 123962]",16736.03564307958
623,"POLYGON ((55.60517236567707 37.53841423390065, 55.60563806225674 37.54628783033522, 55.61003045648029 37.54976236570224, 55.61395728721832 37.54536193602371, 55.61349127051588 37.53748682543809, 55.60909874322785 37.53401365887791, 55.60517236567707 37.53841423390065))","[100330, 101585, 104919, 106307, 107629, 107632, 107838, 108135, 108180, 108209, 108212, 108229, 109495, 109814, 110044, 116196, 116372, 117775, 117778, 117782, 120166, 120170, 121493, 122541, 122550, 122645, 122651, 122727, 122773, 122805, 123614, 124571]",25043.787665424497
624,"POLYGON ((55.52171150719217 37.47257807350066, 55.52124388916382 37.46472609536235, 55.51685093897188 37.46127048422233, 55.51292573826035 37.46566548669059, 55.51339303491721 37.4735159599168, 55.51778585362737 37.47697293539301, 55.52171150719217 37.47257807350066))","[122745, 124630]",0.0
625,"POLYGON ((55.49627396387499 37.1913366684665, 55.49578975739451 37.18351125376284, 55.49139421546378 37.18009571799801, 55.48748300613028 37.18450422795767, 55.4879668870747 37.19232814934126, 55.49236230285855 37.19574505389458, 55.49627396387499 37.1913366684665))",[],0.0
626,"POLYGON ((55.26423501071532 37.09348899015989, 55.26471738086043 37.10126388927569, 55.26911274452426 37.10465022925669, 55.27302586203492 37.10026031424814, 55.27254316463929 37.09248394094428, 55.2681476770136 37.08909895702379, 55.26423501071532 37.09348899015989))",[],0.0
627,"POLYGON ((55.54600470104869 37.5291719004089, 55.55039707841483 37.53263911758116, 55.55432471259803 37.52824403118642, 55.55385951629494 37.52038158346995, 55.54946700632733 37.51691573154537, 55.54553982523465 37.52131096189473, 55.54600470104869 37.5291719004089))","[107481, 107492, 107501, 108143, 108211, 108236, 108896, 109456, 109692, 110045, 117009, 117011, 117014, 117016, 121603, 122732, 122745, 122755]",75.8902656528015
628,"POLYGON ((55.24322263773769 37.0921145483128, 55.23930912467292 37.09650178333726, 55.23979051306831 37.10427226320891, 55.24418574174801 37.107656980398, 55.24809970603017 37.10326986352715, 55.24761799038522 37.09549791112713, 55.24322263773769 37.0921145483128))",[],0.0
629,"POLYGON ((55.71675037136392 37.51402341554388, 55.71722110323234 37.52191645519934, 55.72161406622749 37.52539709646613, 55.72553643026447 37.52098332149333, 55.72506537812813 37.51308876031919, 55.72067228225251 37.50960949583377, 55.71675037136392 37.51402341554388))","[100140, 100820, 102435, 102633, 105079, 105504, 107193, 108444, 108778, 109341, 109351, 112214, 112216, 116390, 117669, 118038, 118757, 118759, 119846, 121126, 121131, 123472, 123473, 124572, 124606, 124607, 124738]",8347.929221808166
630,"POLYGON ((55.30334642030191 37.04955887907268, 55.30774241188789 37.05294140943771, 55.31165174301766 37.04854448336942, 55.31116463152889 37.0407649112854, 55.30676851687174 37.03738374058307, 55.30285963674432 37.04178078211531, 55.30334642030191 37.04955887907268))",[],0.0
631,"POLYGON ((55.38048069013163 37.4214966731313, 55.376087822252 37.41805858428198, 55.37216092218106 37.42244119544596, 55.3726264373995 37.43026175845664, 55.37701917492509 37.43370120336363, 55.38094652761597 37.42931872939375, 55.38048069013163 37.4214966731313))",[124573],0.0
632,"POLYGON ((55.84975960670882 37.49902438648991, 55.85367688959266 37.49459528487569, 55.85320015715639 37.48667812034587, 55.84880646227162 37.48319158774023, 55.84488963250381 37.48762083347754, 55.84536604453465 37.49553646789624, 55.84975960670882 37.49902438648991))","[100205, 100461, 103358, 103400, 103409, 103433, 103473, 103630, 103698, 105393, 106720, 106844, 106880, 108250, 109098, 109374, 109890, 109891, 109933, 110083, 110094, 110095, 118514, 118598, 118601, 119522, 119523, 121296, 121315, 121871, 122338, 123195, 123198, 123382, 124605, 124911]",24914.327800487365
633,"POLYGON ((55.5483219787467 37.56848696704239, 55.54878401316801 37.57635205374664, 55.55317592962929 37.57982587537628, 55.55710594519132 37.57543324612336, 55.55664359098412 37.56756664839295, 55.55225154103033 37.564094191137, 55.5483219787467 37.56848696704239))","[107492, 108211, 109691, 118153, 118157, 122639, 122724, 122725, 122742, 122755]",44.64133273694206
634,"POLYGON ((55.53877590018249 37.20204129506538, 55.53926032944371 37.20987628758332, 55.54365576363705 37.21329980406364, 55.54756689519165 37.20888695640773, 55.54708214074346 37.20105046624817, 55.54268657995779 37.19762832157776, 55.53877590018249 37.20204129506538))",[],0.0
635,"POLYGON ((55.4419578662732 37.26081373825599, 55.44587435495298 37.25641444446327, 55.44539576882745 37.24859349930841, 55.44100101873144 37.24517334008973, 55.43708498198735 37.24957276177012, 55.43756324343359 37.25739221497217, 55.4419578662732 37.26081373825599))","[109174, 121908, 122282, 122283, 122286, 122287, 122288]",0.0
636,"POLYGON ((55.62365877222486 37.35807552711411, 55.62757520700425 37.35366248792811, 55.62709686831138 37.34579956375256, 55.62270241779039 37.34235118746896, 55.61878643543091 37.34676436119138, 55.61926445120248 37.35462577685516, 55.62365877222486 37.35807552711411))","[100564, 108038, 108110, 121439, 122864, 124570]",0.0
637,"POLYGON ((55.84070331035894 37.77127385841127, 55.84024423336092 37.76333794287248, 55.83585341532184 37.75981492820014, 55.83192181212782 37.76422645011714, 55.83238057281238 37.77216082693988, 55.83677125297497 37.77568522036024, 55.84070331035894 37.77127385841127))","[101636, 101692, 103164, 110060, 116542]",0.0
638,"POLYGON ((55.4468301238001 37.27205842282635, 55.45074706446446 37.26765925758401, 55.45026901777268 37.25983652196012, 55.44587435495298 37.25641444446327, 55.4419578662732 37.26081373825599, 55.44243558845852 37.26863498118601, 55.4468301238001 37.27205842282635))","[109174, 121908, 122282, 122283, 122286, 122287, 122288]",0.0
639,"POLYGON ((55.4449494713727 36.97323669715092, 55.44104781665638 36.97765204835085, 55.44154295944459 36.9854510810604, 55.44594008553361 36.98883624511475, 55.44984219102262 36.98442100655437, 55.44934671961953 36.97662049111208, 55.4449494713727 36.97323669715092))",[],0.0
640,"POLYGON ((55.78812975801218 37.51792628070357, 55.78373654149112 37.51444102437647, 55.77981619681132 37.51886142872087, 55.78028861547951 37.52676694413106, 55.78468169886998 37.53025358135551, 55.7886024967527 37.5258333224706, 55.78812975801218 37.51792628070357))","[103286, 103489, 103731, 105079, 106656, 106811, 107200, 108445, 108448, 109350, 109398, 109399, 109783, 109804, 111972, 112354, 113664, 116212, 116217, 120367, 120369, 120370, 121302, 121355, 121378, 121410, 122277, 123533, 123547, 123609, 123778]",7562.241765637986
641,"POLYGON ((55.25098028346802 37.14991613741129, 55.25050134454583 37.14214002612636, 55.2461063989206 37.13875016361279, 55.24219051703504 37.14313505861281, 55.24266912938759 37.15090969554868, 55.24706395016533 37.15430091164665, 55.25098028346802 37.14991613741129))",[],0.0
642,"POLYGON ((55.38002907910943 37.00484699414379, 55.37612394670964 37.00925364410522, 55.37661507166694 37.01704293696741, 55.38101165726714 37.0204270588828, 55.38491724055351 37.01602052297474, 55.38442578732281 37.00822975091048, 55.38002907910943 37.00484699414379))",[],0.0
643,"POLYGON ((55.4821749541061 37.44149765458837, 55.47824980691183 37.44589012597744, 55.47871723179889 37.4537325106777, 55.48311012557765 37.45718392550999, 55.48703572553025 37.45279159334378, 55.48656797891601 37.44494770692924, 55.4821749541061 37.44149765458837))",[],0.0
644,"POLYGON ((55.36355671168781 37.34865944733925, 55.35963309038724 37.35304473218189, 55.36010249910212 37.36085759652634, 55.364495852394 37.36428666580379, 55.36841992602761 37.3599015141757, 55.36795019400652 37.35208715986499, 55.36355671168781 37.34865944733925))",[],0.0
645,"POLYGON ((55.45360551240046 37.31461027907864, 55.45799965450911 37.31804084456674, 55.4619186881288 37.31364313809093, 55.46144312742994 37.30581473472648, 55.45704885695577 37.30238553312249, 55.45313027551608 37.30678337080739, 55.45360551240046 37.31461027907864))",[],0.0
646,"POLYGON ((55.44840744682913 37.16161305623675, 55.45280300103283 37.16502255449559, 55.45671416485486 37.16061662057189, 55.45622932290666 37.15280106563224, 55.45183364322051 37.14939293420497, 55.44792293093491 37.15379899069587, 55.44840744682913 37.16161305623675))",[],0.0
647,"POLYGON ((55.5426982813019 37.13055362461402, 55.54318724817414 37.13838379843099, 55.5475833619149 37.14179797534327, 55.55149063407119 37.13738060502423, 55.55100134097916 37.12954893578395, 55.54660510198091 37.126136132477, 55.5426982813019 37.13055362461402))",[],0.0
648,"POLYGON ((55.67555501168445 37.81266636913743, 55.67994487817442 37.81618285188314, 55.68388357028444 37.81179064830552, 55.68343194162294 37.80388180070644, 55.67904193690201 37.80036668531195, 55.67510369904422 37.80475904996579, 55.67555501168445 37.81266636913743))","[100134, 100472, 100557, 100680, 100686, 100703, 104521, 105598, 105622, 108259, 119353]",1624.9445116246911
649,"POLYGON ((55.71590453867874 37.64130558836811, 55.72029628864554 37.64480229854728, 55.72422491093389 37.6403956749948, 55.72376132960737 37.6324921895016, 55.71936944452139 37.62899685330423, 55.7154412758515 37.63340362841983, 55.71590453867874 37.64130558836811))","[101497, 102223, 102363, 103029, 103170, 105802, 105924, 106356, 107621, 108261, 108391, 110051, 112220, 116010, 116591, 116612, 116617, 119847, 119853, 121283, 121752, 121872, 123194, 123989]",3879.3318148402655
650,"POLYGON ((55.76721558612988 37.65957823701849, 55.7632872051956 37.66398833120794, 55.76375006684211 37.67190181970111, 55.7681416273424 37.67540674395298, 55.77207046204101 37.67099680343613, 55.77160728244537 37.66308178479537, 55.76721558612988 37.65957823701849))","[100473, 100481, 101209, 102176, 102220, 102461, 102809, 103000, 103204, 104942, 105774, 105802, 105886, 106117, 106269, 106305, 106342, 106358, 106363, 106374, 108393, 109296, 109449, 112460, 112461, 112462, 112463, 112464, 112465, 116186, 116593, 116599, 119412, 119416, 119743, 119744, 119745, 119747, 119748, 119860, 121320, 121421, 121780, 123177, 123255, 124326]",6959.583773689267
